date,title_original,title_yours,url,source,excerpt,relevance_score,category,tags,relevance_reason,source_score,source_tier,source_label,source_notes,decision,your_notes
,European Taxpayer Money Inadvertently Funds Chinese ...,"European Development Funds Finance Myanmar's Main Internet Provider, Linked to Surveillance",https://eng.mizzima.com/2025/07/02/23974,eng.mizzima.com,"Since 2019, three European development finance institutions have funneled nearly $40 million into Frontiir, Myanmar's largest internet service",9,Surveillance,Internet Infrastructure|Foreign Investment|Censorship Technology,"The article details how European investment in Myanmar's primary ISP, which is linked to surveillance and censorship, directly funds the infrastructure enabling digital repression.",65,C,Mixed Reliability,Independent outlet with good Myanmar coverage but limited transparency and sourcing details.,SKIP,
,Internet project dismisses Myanmar junta's cable repair explanation ...,Myanmar Junta's Explanation for Internet Failures Disputed by Project,https://eng.mizzima.com/2025/12/08/28921,eng.mizzima.com,"The commission, in an announcement published on 5 December, attributed the widespread slow speeds and outages to a reported failure of the UMO",9,Shutdown,Internet Outage|Junta Accountability|Infrastructure,"The article directly addresses a major internet disruption in Myanmar, challenging the military junta's official explanation for the failures, which is a core issue of digital censorship and network integrity.",65,C,Mixed Reliability,Independent outlet with good Myanmar coverage but limited transparency and sourcing details.,PUBLISH,
,Myanmar groups to sue Telenor over data sharing with junta - Reuters,Myanmar Civil Society Sues Telenor for Alleged Junta Data Sharing,https://www.reuters.com/sustainability/society-equity/myanmar-groups-sue-telenor-over-data-sharing-with-junta-2025-10-07/,Reuters,"Myanmar civil society groups said on Tuesday they are suing the Norwegian telecoms giant Telenor, alleging it shared customer data with the",9,Surveillance,Data Sharing|Legal Action|Telecoms,"The article directly concerns allegations of a telecom company sharing customer data with the military junta, a core surveillance and digital safety issue.",95,A,Highly Reliable,Global wire service. Strong editorial standards. Independent.,PUBLISH,
,China Denies Helping Myanmar Military Regime Build Internet ...,China Denies Role in Myanmar's Planned Internet Firewall and Data Control Law,https://www.irrawaddy.com/news/burma/china-denies-helping-myanmar-military-regime-build-internet-firewall.html,The Irrawaddy,The military government is reportedly drafting a new cyber law that would place all individual electronic data and social media accounts,9,Censorship,Internet Firewall|Cyber Law|Surveillance Technology,"The article directly discusses potential Chinese assistance for a national internet firewall and a new cyber law targeting data and social media, which are core components of digital censorship and surveillance.",84,B,Generally Reliable,Founded 1993. Exiled Thai-based outlet. Strong Myanmar coverage. MBFC: High.,PUBLISH,
,Phone and internet communication cut off in Rakhine State as ...,Communication Blackout Hits Rakhine State Amid Rising Tensions,https://eng.mizzima.com/2024/10/21/15296,eng.mizzima.com,"ENG.MIZZIMA.COM

ENG.MIZZIMA.COM

Advertisment Image

# Phone and internet communication cut off in Rakhine State as tensions continue to rise

Mizzima

Reports indicate that Rakhine State has been without phone and internet communication for over five days, severely impacting residents’ access to e",9,Shutdown,network_shutdowns|digital_censorship|journalist_safety,"The article directly reports on a large-scale, multi-day internet and phone shutdown in a specific region of Myanmar, which is a core example of digital censorship and a severe restriction on internet freedom.",65,C,Mixed Reliability,Independent outlet with good Myanmar coverage but limited transparency and sourcing details.,PUBLISH,
,Myanmar's junta-owned telecoms company Mytel added to US ...,US Sanctions Target Myanmar Junta-Controlled Telecom Operator Mytel Over Digital Rights Abuses,https://myanmar-now.org/en/news/myanmars-junta-owned-telecoms-company-mytel-added-to-us-sanctions-list/,Myanmar Now,"“While other operators are not fully owned by the regime, they remain under its control. Operators like Mytel, which are entirely controlled by the junta, pose a greater risk as they enable more violations of digital rights,” a representative of the group told Myanmar Now.

The country has four main",9,Surveillance,sanctions|telecom_control|digital_rights,"The article directly discusses a junta-owned telecom operator enabling digital rights violations, which is central to surveillance, censorship, and journalist safety.",81,B,Generally Reliable,Independent. Strong investigative coverage. Founded 2016.,PUBLISH,
,Residents struggle with phone and internet blackout for nearly two ...,"Myanmar Junta Maintains Telecom Blackout in Kalay, Deepening Local Hardship",https://eng.mizzima.com/2025/09/27/26734,eng.mizzima.com,"As of 25 September, junta authorities have issued no statement on the disruption. Currently, U9 Myanmar (formerly Ooredoo) and MPT networks remain down in Kalay, while Atom and Mytel have no users in the township.

Adding to the difficulties, heavy rains have damaged roads leading into Kalay, cuttin",9,Shutdown,internet_blackout|network_disruption|telecoms|conflict_zone,"The article directly reports on a prolonged, unexplained telecom and internet blackout in a specific Myanmar township, which is a core issue of digital censorship and network shutdowns.",65,C,Mixed Reliability,Independent outlet with good Myanmar coverage but limited transparency and sourcing details.,PUBLISH,
,COST: The NetBlocks Cost of Shutdown Tool,Tool for Calculating the Economic Impact of Internet Shutdowns,https://netblocks.org/projects/cost,NetBlocks,"Skip to content

NetBlocks

Menu

# COST: The NetBlocks Cost of Shutdown Tool

NetBlocks Cost of Shutdown Tool™ (COST) is a data-driven online service that enables anyone – including journalists, researchers, advocates, policy makers, businesses, and others – to quickly and easily produce rough esti",9,Shutdown,Internet Shutdowns|Economic Impact|Measurement Tool,"The tool directly estimates the economic cost of internet disruptions, which is a core tactic of digital censorship and suppression in Myanmar.",96,A,Highly Reliable,"Independent network measurement, widely cited, transparent methodology",SKIP,
,Behind Blue Coat: An Update From Burma - The Citizen Lab,Update: Surveillance Tech from Blue Coat Found in Myanmar's Digital Crackdown,https://citizenlab.ca/research/behind-blue-coat-an-update-from-burma/,Citizen Lab,"Since the publication of Behind Blue Coat, it has been reported that the U.S. Commerce Department has launched an investigation to determine if the company had prior knowledge that its equipment was being used by the Syrian government.1 This action was launched following a call from three U.S. Senat",9,Surveillance,surveillance technology|digital censorship|journalist safety,"The article directly investigates the use of Blue Coat surveillance technology by the Burmese government to monitor and censor internet traffic, which impacts all the specified areas.",97,A,Highly Reliable,University of Toronto. Peer-reviewed research. Gold standard for digital rights.,PUBLISH,
,Censorship - The Citizen Lab,How Governments and Tech Companies Enforce Dynamic Internet Censorship,https://citizenlab.ca/focus-area/censorship/,Citizen Lab,"Censorship can be dynamic, responding to political events such as civil unrest and sensitive anniversaries. Tech companies may moderate the content they make available on their platforms, often facing pressure from governments in the various jurisdictions in which they operate. Censors can rely on a",9,Censorship,Censorship|Content Blocking|Automated Filtering|Government Pressure,"The article directly examines the mechanisms, triggers, and corporate dynamics of internet censorship, which are core to understanding digital restrictions in Myanmar.",97,A,Highly Reliable,University of Toronto. Peer-reviewed research. Gold standard for digital rights.,SKIP,
,2025 elections and internet shutdowns watch - Access Now,Global Watch: How Internet Shutdowns Threaten Elections and Digital Rights,https://www.accessnow.org/campaign/2025-elections-and-internet-shutdowns-watch/,Access Now,"Since 2016, the global #KeepItOn coalition — a network of over 345 civil society organizations — has mobilized people and communities to monitor, document, and resist internet shutdowns. In recent years, a stark reality has become undeniably clear: more and more governments are choosing to shut down",9,Shutdown,internet_shutdowns|elections|surveillance|digital_censorship|journalist_safety,"The article directly addresses the global trend of internet shutdowns around elections, a core tactic used to restrict freedom and information in contexts like Myanmar.",92,A,Highly Reliable,"Digital rights NGO. KeepItOn coalition. Transparent, well-sourced reports.",PUBLISH,
,Rising and resisting in the darkness: internet shutdowns in 2025,Global Report: Internet Shutdowns Hit Record High in 2025,https://www.accessnow.org/press-release/rising-and-resisting-in-the-darkness-internet-shutdowns-in-2025/,Access Now,"Launching today, March 31, 2026, Access Now and the #KeepItOn coalition’s new report, Rising repression meets global resistance: Internet shutdowns in 2025, reveals that at least 313 shutdowns were implemented in 52 countries.

The latest findings reflect the years-long pattern of increasing interne",9,Shutdown,Internet Shutdowns|Global Report|Resistance,The article's core focus on documenting and analyzing global internet shutdowns is directly relevant to Myanmar's context of network disruptions and digital censorship.,92,A,Highly Reliable,"Digital rights NGO. KeepItOn coalition. Transparent, well-sourced reports.",PUBLISH,
,Myanmar: Facial Recognition System Threatens Rights,Myanmar's New 'Safe City' Surveillance Uses Facial Recognition to Monitor Public,https://www.hrw.org/news/2021/03/12/myanmar-facial-recognition-system-threatens-rights,Human Rights Watch,"On December 14, 2020, Myanmar authorities rolled out the first phase of its “Safe City” initiative and started using a system of 335 surveillance cameras in eight townships in the capital, Naypyidaw. The cameras, from the technology company Huawei, come installed with artificial intelligence technol",9,Surveillance,surveillance technology|digital censorship|journalist digital safety,"The article directly details the deployment of a state-run facial recognition surveillance system, which is a core surveillance technology that directly impacts internet freedom, enables digital censorship, and severely threatens the digital safety of journalists and press freedom online.",94,A,Highly Reliable,Leading human rights organisation. Extensive sourcing. Widely cited.,PUBLISH,
,FAQ on Myanmar CCTV cameras and facial recognition - Access Now,Myanmar Junta's Use of CCTV and Facial Recognition for Surveillance,https://www.accessnow.org/myanmar-cctv-cameras/,Access Now,Companies selling surveillance technology to the junta: You have a duty to respect human rights and mitigate any potential human rights impact of your products. If you are supplying the Myanmar junta with CCTV camera systems with  facial recognition and remote biometric recognition technologies that,9,Surveillance,surveillance technology|digital censorship|journalist safety,"The article directly addresses the junta's use of advanced surveillance technology, which is a core component of digital censorship, online press suppression, and threats to journalist digital safety.",92,A,Highly Reliable,"Digital rights NGO. KeepItOn coalition. Transparent, well-sourced reports.",PUBLISH,
,Fears of 'digital dictatorship' as Myanmar deploys AI | Reuters,Myanmar's AI Surveillance Fuels Fears of Digital Authoritarianism,https://www.reuters.com/world/china/fears-digital-dictatorship-myanmar-deploys-ai-2021-03-18/,Reuters,"Protesters in Myanmar fear they are being tracked with Chinese facial recognition technology, as spiralling violence and street surveillance",9,Surveillance,Surveillance Technology|Journalist Safety|Digital Censorship,"The article directly details the deployment of AI-powered surveillance and facial recognition technology to track protesters, which is a core component of digital censorship, journalist safety, and online press freedom in Myanmar.",95,A,Highly Reliable,Global wire service. Strong editorial standards. Independent.,PUBLISH,
,HRM warns of gendered “digital dictatorship” fuelled by AI surveillance,Report: Myanmar Junta's AI Surveillance Creates Gendered Digital Dictatorship,https://eng.mizzima.com/2025/11/06/27966,eng.mizzima.com,"The report, titled “Gender Equality, the Digital Space and AI in Myanmar,” argues that the junta's digital repression is “inherently gendered,”",9,Surveillance,Surveillance Technology|Digital Censorship|Journalist Digital Safety,"The article directly addresses the junta's use of AI surveillance for digital repression, which is a core surveillance technology issue impacting online freedom and safety.",65,C,Mixed Reliability,Independent outlet with good Myanmar coverage but limited transparency and sourcing details.,PUBLISH,
,Exclusive: Myanmar's junta rolls out Chinese camera surveillance ...,Myanmar Junta Expands Chinese Facial Recognition Surveillance Network,https://www.reuters.com/world/asia-pacific/exclusive-myanmars-junta-rolls-out-chinese-camera-surveillance-systems-more-2022-07-10/,Reuters,"Myanmar's junta government is installing Chinese-built cameras with facial recognition capabilities in more cities across the country,",9,Surveillance,surveillance technology|digital censorship|journalist digital safety,"The article directly details the expansion of state surveillance technology, which is a core tool for enabling digital censorship, monitoring journalists, and chilling press freedom online.",95,A,Highly Reliable,Global wire service. Strong editorial standards. Independent.,PUBLISH,
,"With Its China Tour, Myanmar Junta Wires Itself Into Beijing's Digital ...",Myanmar Junta Deepens Ties to China's Digital Surveillance and Control Systems,https://www.irrawaddy.com/opinion/guest-column/with-its-china-tour-myanmar-junta-wires-itself-into-beijings-digital-grip.html,The Irrawaddy,"The junta's September charm offensive in China reveals a deepening reliance on Beijing's digital, financial and surveillance systems.",9,Surveillance,Surveillance Technology|Digital Censorship|Journalist Digital Safety,"The article directly discusses the Myanmar junta's adoption of Beijing's digital and surveillance systems, which directly impacts internet freedom, censorship, and the safety of journalists online.",84,B,Generally Reliable,Founded 1993. Exiled Thai-based outlet. Strong Myanmar coverage. MBFC: High.,PUBLISH,
,World Report 2023: Myanmar | Human Rights Watch,Myanmar's Post-Coup Crackdown: Severe Restrictions on Speech and Assembly,https://www.hrw.org/world-report/2023/country-chapters/myanmar,Human Rights Watch,"Tirana Hassan

Former Executive Director

Since staging a coup on February 1, 2021, the Myanmar military has carried out a brutal nationwide crackdown on millions of people opposed to its rule. The junta security forces have carried out mass killings, arbitrary arrests, torture, sexual violence, and",9,Shutdown,Freedom of Speech|Censorship|Press Freedom|Surveillance|Crackdown,"The article details the military junta's nationwide crackdown, explicitly citing severe restrictions on freedom of speech and assembly, which are the foundational conditions for internet freedom, digital censorship, and threats to journalist safety.",94,A,Highly Reliable,Leading human rights organisation. Extensive sourcing. Widely cited.,PUBLISH,
,Internet Freedom in the Asia-Pacific Region Declined in 2024,Asia-Pacific Region Sees Decline in Internet Freedom for 2024,https://freedomhouse.org/article/fotn-2024-asia-pacific-release,Freedom House,"Despite this overall deterioration, there were some improvements. Taiwan, which has the highest score in the region, recorded no politicized arrests for online speech during the coverage period, and the online information landscape in Japan, a country with an already robust internet freedom environm",8,General Report,Internet Freedom|Digital Censorship|Press Freedom,"The article is a regional report on internet freedom trends that directly addresses the core themes of censorship and press freedom online, though it does not specify Myanmar.",91,A,Highly Reliable,US-funded but editorially independent. Rigorous annual methodology.,PUBLISH,
,Myanmar rebels hold 2 journalists incommunicado for weeks,Myanmar Journalists Held Incommunicado by Kachin Rebel Forces,https://cpj.org/2024/10/%E2%88%9A/,Committee to Protect Journalists,"Myanmar journalists Ta Lin Maung (left) and Naung Yoe

# Myanmar rebels hold 2 journalists incommunicado for weeks

October 22, 2024 9:12 AM EDT

### Share this:

### Share this:

Bangkok, October 22, 2024 – Myanmar’s Kachin Independence Army (KIA) must account for and release Red News Agency report",8,Journalist Digital Safety,Arrests|Press Freedom|Incommunicado Detention,"The article directly details the detention of journalists by an armed group, a core threat to journalist safety and press freedom in Myanmar's digital and physical landscape.",92,A,Highly Reliable,Journalist safety organisation. Primary source for arrest data.,PUBLISH,
,Myanmar: documentary filmmaker sentenced to life imprisonment ...,"Myanmar filmmaker gets life sentence for drone purchase, highlighting junta's digital repression",https://rsf.org/en/myanmar-documentary-filmmaker-sentenced-life-imprisonment-symbol-juntas-unbridled-repression-right,Reporters Without Borders,"Shin Daewe, 50, was arrested and searched by soldiers on 15 October in a bus station in Yangon, while picking up a video drone she had ordered online to use in filming a documentary. During her detention, she was interrogated and allegedly subjected to torture, according to her husband, who noticed ",8,Press freedom online,journalist digital safety|surveillance technology|digital censorship,"The article details the arrest, torture, and sentencing of a filmmaker for acquiring a drone, directly illustrating state repression of digital tools and press freedom.",93,A,Highly Reliable,Leading press freedom organisation. Transparent methodology. Paris-based NGO.,PUBLISH,
,Myanmar: Genuine press freedom must follow release of Reuters ...,Myanmar's Press Freedom Threatened by Laws Used to Detain Journalists and Critics,https://www.amnesty.org/en/latest/press-release/2019/05/myanmar-genuine-press-freedom-must-follow-release-reuters-journalists/,Amnesty International,"“While all those who campaigned for their release welcome the government’s decision, the reality is the country retains a range of repressive laws used to detain journalists, activists and any perceived critic of the authorities. Until these laws are repealed, journalists and activists remain under ",8,Press Freedom Online,press freedom online|journalist digital safety|surveillance technology,"The article directly discusses the detention of journalists, repressive laws threatening critics, and the need for genuine press freedom, which are core to journalist safety and online press freedom.",93,A,Highly Reliable,"Global human rights organisation. Extensive research, transparent methodology.",PUBLISH,
,Myanmar ICT for Development Organization (MIDO) | OONI,Myanmar's MIDO Partners with OONI to Monitor Internet Censorship,https://ooni.org/partners/mido/,OONI Explorer,"Open Observatory of Network Interference (OONI) Logo

# Myanmar ICT for Development Organization (MIDO)

Myanmar ICT for Development Organization (MIDO) aims to promote the spread of ICT technology in rural areas of Myanmar and to improve people’s lives and knowledge.

## Collaboration

## Footer

O",8,Measurement,Internet Censorship|Network Measurement|Digital Rights,"The article profiles a partner organization (MIDO) of OONI, a global project dedicated to measuring and documenting internet censorship, which directly relates to monitoring network shutdowns, VPN blocking, and digital surveillance in Myanmar.",98,A,Highly Reliable,"Independent technical measurement, open methodology, no editorial bias",PUBLISH,
,[PDF] OONI Explorer for Researchers,Researching Internet Censorship in Myanmar with OONI Data,https://ooni.org/support/ooni-outreach-kit/files/OONI%20Explorer%20for%20Researchers%20%28Interactive%29.pdf,OONI Explorer,"OONI data has supported research on internet censorship in numerous countries (such as Iran, Egypt, Myanmar, India, Venezuela, Uganda, and Russia), as well as a number of academic papers.
OONI Reports:  OONI data in research OONI Explorer for Researchers Why use OONI Explorer?
Investigate Internet c",8,Censorship,Internet Censorship|Measurement|Research Tool|Myanmar,"The article directly references Myanmar as a country where OONI data has been used to research internet censorship, making it highly relevant for understanding digital restrictions.",98,A,Highly Reliable,"Independent technical measurement, open methodology, no editorial bias",SKIP,
,OONI Measurement Aggregation Toolkit (MAT),Tool for Analyzing Global Internet Censorship and Blocking Data,https://explorer.ooni.org/chart/mat,explorer.ooni.org,"OONI Explorer

# OONI Measurement Aggregation Toolkit (MAT)

##### Create charts based on aggregate views of real-time OONI data from around the world

#### Are you sure?

### What is the MAT?

OONI's Measurement Aggregation Toolkit (MAT) is a tool that enables you to generate your own custom charts",8,Measurement,censorship measurement|network monitoring|data analysis|internet freedom,"The OONI MAT is a direct tool for measuring and analyzing internet censorship, network interference, and website blocking, which are core issues for digital rights in Myanmar.",100,A,Highly Reliable,"OONI is a respected, independent, and transparent open-source project focused on internet measurement and censorship detection.",SKIP,
,A web of impunity: The killings Iran's internet shutdown hid ...,How Internet Blackouts Conceal State Violence: From Iran to Myanmar,https://iran-shutdown.amnesty.org/,iran-shutdown.amnesty.org,"An internet shutdown is not a new tactic to limit access to information. The United Nations Human Rights Committee has declared that “states … must not block or hinder internet connectivity in relation to peaceful assemblies.” However, states are increasingly doing just this; in the past two years, ",8,Shutdown,Internet Shutdown|State Censorship|Information Control,"The article explicitly names Myanmar as a country that has recently limited or barred internet access, directly linking its core topic to the user's specified themes.",100,A,Highly Reliable,"Amnesty International is a globally recognized, independent human rights organization with a strong track record.",PUBLISH,
,"UK firm sold tech to Myanmar military, UN report says - The Guardian",UN Report: UK Company Supplied Technology to Myanmar Military,https://www.theguardian.com/world/2019/aug/06/uk-firm-sold-tech-to-myanmar-military-un-report-says,The Guardian,"Myanmar military

# UK firm sold tech to Myanmar military, UN report says

Tatmadaw signed deal worth £74,050 with Aberdeen-based Veripos, according to UN

The Myanmar army, which has been accused of carrying out crimes against humanity and ethnic cleansing of the country’s Muslim community, procure",8,Surveillance Technology,surveillance_technology|military_tech|international_trade,"The article directly reports on the sale of technology (likely positioning/navigation tech) from a UK firm to the Myanmar military. This is highly relevant to surveillance technology, which can be used to enable digital censorship, network targeting, and the surveillance of journalists, impacting internet freedom and press freedom online.",88,A,Highly Reliable,,PUBLISH,
,Facebook deletes 270 Accounts tied to Myanmar military's business ...,Facebook Removes 270 Myanmar Military-Linked Accounts for Policy Violations,https://eng.mizzima.com/2026/01/29/30725,eng.mizzima.com,"Mizzima

Justice For Myanmar release a statement on 27 January that Facebook removed 270 military-linked pages and profiles in January, urging other tech companies to ban accounts supporting war crimes.

The statement is as follows.

The majority of the accounts taken down were selling Mytel product",8,Digital Censorship,Social Media|Military|Content Moderation,"The article directly details a major social media platform's action to remove military-linked accounts, which is a core content moderation and censorship issue within Myanmar's digital landscape.",65,C,Mixed Reliability,Independent outlet with good Myanmar coverage but limited transparency and sourcing details.,PUBLISH,
,Facebook ban | Mizzima Myanmar News and Insight,Meta Takes Action: Facebook Blocks Pages in Move Against Manipulation,https://mizzima.com/tags/facebook-ban,Mizzima News,"Meta did not respond to an AFP request for comment on how long it would take to block all of the pages (AFP/Kirill KUDRYAVTSEV)
In this photo illustration a Facebook login page is displayed on a smartphone. Photo: AFP
Facebook's latest move to curb manipulation removed dozens of accounts linked to R",8,Digital Censorship,Facebook|Content Blocking|Platform Regulation,"The article directly discusses Facebook's actions to block pages, which is a core form of digital censorship and platform control affecting internet freedom.",79,B,Generally Reliable,Founded 1998 by exiled journalists. Now operates from India.,PUBLISH,
,"Facebook takes down 1,000+ Mytel accounts linked to Myanmar ...","Facebook Removes Over 1,000 Myanmar Military-Linked Mytel Accounts",https://eng.mizzima.com/2026/01/11/30100,eng.mizzima.com,"ENG.MIZZIMA.COM

ENG.MIZZIMA.COM

Advertisment Image

# Facebook takes down 1,000+ Mytel accounts linked to Myanmar military, says JFM

Mizzima

Justice For Myanmar (JFM) said on 9 January that Facebook has removed more than 1,000 pages, groups and accounts linked to Mytel, a Myanmar military-contro",8,Digital Censorship,Social Media|Military|Disinformation,"The article directly describes a social media platform's action to remove accounts linked to a military-controlled entity for violating policies, which is a core aspect of digital censorship and information control in Myanmar.",65,C,Mixed Reliability,Independent outlet with good Myanmar coverage but limited transparency and sourcing details.,PUBLISH,
,Research reports: Blocking of Social Media & Instant Messaging Apps,Global Social Media Blocks and Internet Censorship: Analysis Including Myanmar,https://ooni.org/reports/social-media-im/,OONI Explorer,"29 Nov 2022

#### Iran blocks social media, app stores and encrypted DNS amid Mahsa Amini protests

25 Sep 2022

#### Azerbaijan and Armenia block TikTok amid border clashes

16 Sep 2022

#### New blocks emerge in Russia amid war in Ukraine: An OONI network measurement analysis

7 Mar 2022

#### A m",8,Shutdown,social-media-blocking|network-measurement|censorship-analysis,"The report explicitly includes a multi-perspective analysis of internet censorship in Myanmar, directly addressing the core topics of digital censorship and network shutdowns.",98,A,Highly Reliable,"Independent technical measurement, open methodology, no editorial bias",PUBLISH,
,Flicking the kill switch: governments embrace internet shutdowns as ...,Governments Increasingly Use Internet Blackouts as a Tool of Political Control,https://www.theguardian.com/technology/2022/aug/29/flicking-the-kill-switch-governments-embrace-internet-shutdowns-as-a-form-of-control,The Guardian,"## ‘There’s no freedom’

In Ukraine, that cloak of darkness fell one hour before Russia’s invasion in February, when a massive state-sponsored cyber-attack on a key satellite internet network knocked tens of thousands of Ukrainian modems offline, while Sudan severed the internet after its military c",8,Shutdown,Internet Shutdowns|Government Control|Press Freedom,"The article directly discusses government-imposed internet shutdowns as a tool of control during conflicts and unrest, which is a core issue for Myanmar's internet freedom context.",88,A,Highly Reliable,,PUBLISH,
,BBC Audio | Digital Planet | Internet shutdowns in Myanmar and India,Internet Shutdowns in Myanmar and India: A Digital Planet Report,https://www.bbc.com/audio/play/w3csz998,BBC News,"Brazil’s Data Protection Law comes into force

Digital Planet, Digital Planet, Uganda, too much surveillance?

Uganda, too much surveillance?

Digital Planet, Digital Planet, Why the Taliban love social media

Why the Taliban love social media

Digital Planet, Digital Planet, Digital us

Digital us
",8,Shutdown,Internet Shutdown|Myanmar|Digital Censorship,"The article's title and excerpt directly address internet shutdowns in Myanmar, making it highly relevant to that specific topic.",90,A,Highly Reliable,UK public broadcaster. Strong editorial standards. BBC Burmese service.,PUBLISH,
,"Myanmar junta enacts cybersecurity law, imposing penalties for ...",Myanmar Junta Imposes New Cybersecurity Law with Harsh Penalties for Online Activity,https://eng.mizzima.com/2025/01/04/17960,eng.mizzima.com,"The law also imposes strict penalties for other cyber offenses, including online gambling without permits, cyber abuse, and unauthorized use of digital currency. For instance, anyone establishing an online gambling system without approval faces imprisonment of six months to one year, fines between 5",8,Censorship,cybersecurity law|legal penalties|internet control,"The article describes a new cybersecurity law enacted by the junta, which is a primary legal instrument for imposing digital censorship, controlling online activity, and enabling surveillance, directly impacting internet freedom and journalist safety.",65,C,Mixed Reliability,Independent outlet with good Myanmar coverage but limited transparency and sourcing details.,PUBLISH,
,HRM offers its 2026 human rights predictions for Myanmar,2026 Forecast: Human Rights and Digital Freedom in Myanmar,https://eng.mizzima.com/2025/12/12/29099,eng.mizzima.com,"Image: Areas within Thanlyin Township, Yangon City, seen at around 10 a.m. today, December 10 (Thanlyin Media/CJ). Mizzima.",8,Shutdown,Human Rights|Surveillance|Press Freedom,"The article's focus on human rights predictions for Myanmar directly implicates the state of internet freedom, digital censorship, and the safety of journalists under the current regime.",65,C,Mixed Reliability,Independent outlet with good Myanmar coverage but limited transparency and sourcing details.,PUBLISH,
,[PDF] Leaping Over the Firewall: - Freedom House,Report on Internet Censorship and Blocked Content in Burma,https://freedomhouse.org/sites/default/files/2020-02/Archived_Special_Report_FH_Censorship_Circumvention_tools.pdf,Freedom House,"Key Survey Findings Azerbaijan displayed a relatively low incidence ´ ´ of blocked content. Google was the leading tool from the survey, and is an understandable choice given reportedly slow internet access speeds and preference for usability. The internet community appear to rely on internet cafes ",8,Censorship,Blocked Content|Circumvention Tools|Internet Access,"The excerpt directly compares internet censorship and blocked content in Burma (Myanmar) to another country, making it relevant to Myanmar's digital censorship landscape.",91,A,Highly Reliable,US-funded but editorially independent. Rigorous annual methodology.,PUBLISH,
,"Myanmar's Last Foreign Telecom, Ooredoo, to Leave Country",Foreign Telecom Exit Raises Concerns Over Myanmar's Digital Control,https://www.irrawaddy.com/news/burma/myanmars-last-foreign-telecom-ooredoo-to-leave-country.html,The Irrawaddy,"The reason behind Ooredoo’s withdrawal is not yet known. Reuters said the main potential buyers for the company include Myanmar conglomerate Young Investment Group, Singapore-headquartered network infrastructure operator Campana Group, and SkyNet, a broadcast company owned by Myanmar group Shwe Than",8,Market Consolidation,Telecom Ownership|State Control|Foreign Exit,"The departure of the last major foreign telecom operator reduces external oversight and increases the potential for state or military-aligned entities to consolidate control over national telecommunications infrastructure, which is a foundational element for implementing digital censorship, surveillance, and network shutdowns.",84,B,Generally Reliable,Founded 1993. Exiled Thai-based outlet. Strong Myanmar coverage. MBFC: High.,PUBLISH,
,"EXCLUSIVE After pressuring telecom firms, Myanmar's junta bans ...","Myanmar Junta Pressures Telecom Firms, Bans Executives from Travel",https://www.reuters.com/world/asia-pacific/exclusive-after-pressuring-telecom-firms-myanmars-junta-bans-executives-leaving-2021-07-05/,Reuters,"There was no immediate response to requests for comment from Ooredoo, state-owned MPT and Mytel, a joint venture between Vietnam's Viettel and a",8,Shutdown,Telecom Pressure|Executive Travel Ban|Junta Control,"The article details the junta's direct pressure on telecom firms and a ban on executives leaving, which are key tactics for enforcing network shutdowns, digital censorship, and surveillance.",95,A,Highly Reliable,Global wire service. Strong editorial standards. Independent.,PUBLISH,
,Myanmar: Freedom on the Net 2017 Country Report,Myanmar's Telecom Market Structure and Internet Access Providers (2017),https://freedomhouse.org/country/myanmar/freedom-net/2017,Freedom House,"In 2013, the government awarded international licenses to Norway’s Telenor and Qatar’s Ooredoo, allowing them to offer services and infrastructure alongside MPT.20 Military-linked Yatanarpon Teleport (YTP) was also allowed to run as a local operator, one of more than a dozen ISPs that offer service ",8,Infrastructure & Market,Telecom Market|Internet Service Providers|Network Infrastructure,"The excerpt directly describes the structure of Myanmar's telecommunications market, which is foundational to understanding the landscape for internet access, potential points of control, and the entities involved in network operations.",91,A,Highly Reliable,US-funded but editorially independent. Rigorous annual methodology.,PUBLISH,
,Southeast Asia Archives - NetBlocks,Internet Access Disrupted in Myanmar During Military Activity,https://netblocks.org/tag/southeast-asia,NetBlocks,"NetBlocks

# Tag: Southeast Asia

## Indonesia cracks down on unlicensed online platforms and services

NetBlocks metrics confirm that restriction of online platforms from Friday 29 July 2022. The incident comes as telecom regulator Kominfo starts implementing new licensing rules. Impacted platforms",8,Shutdown,Network Shutdowns|Internet Freedom|Myanmar,"The article directly reports on an internet disruption in Myanmar linked to military activity, which is a core topic of concern.",96,A,Highly Reliable,"Independent network measurement, widely cited, transparent methodology",SKIP,
,The NetBlocks Internet Observatory Third Party Data Program,NetBlocks Program for Collaborative Internet Disruption and Censorship Data,https://netblocks.org/projects/observatory/third-party-data,NetBlocks,"NetBlocks

# The NetBlocks Internet Observatory Third Party Data Program

The Third Party Data programme (TPD) provides a mechanism for entities such as network operators and internet businesses to contribute to the field of human rights and democracy documentation.

A TPD source is graded as follow",8,Shutdown,internet measurement|data collaboration|surveillance technology|digital safety,"The program facilitates the collection of data crucial for documenting internet disruptions, censorship, and surveillance, which are directly relevant to assessing the digital environment in Myanmar.",96,A,Highly Reliable,"Independent network measurement, widely cited, transparent methodology",PUBLISH,
